"var_star","estimate","se","df","t value","pval","conf.low","conf.high","effect","model","model_term_number"
"Study * Partner Sexual Attract.",0.00287876408840247,0.0389799730756121,470.200566907216,0.0738523878099745,0.941159248120546,-0.0735205792581382,0.0792781074349431,"fixed","SC_HPSMSy","SC_HPSMSy.24"
"Study * Progesterone (mean)",0.0454931238557766,0.0477018645555552,479.704277056019,0.953696973475613,0.340717363527056,-0.0480008126685193,0.138987060380072,"fixed","SC_HPSMSy","SC_HPSMSy.25"
"Study * Progesterone (mean) * Partner Sexual Attract.",0.023238684551511,0.0510751856708093,479.269927134945,0.454989722431738,0.649322660887137,-0.0768668398669714,0.123344208969993,"fixed","SC_HPSMSy","SC_HPSMSy.26"
"Study * Progesterone (mean) * Self Sexual Attract.",0.0280887597671158,0.0536207082192474,477.259979179033,0.52384164066362,0.600631854214664,-0.0770058971681399,0.133183416702372,"fixed","SC_HPSMSy","SC_HPSMSy.27"
"Study * Progesterone (WW)",-0.00951329849975396,0.0108788169793918,437.950366019541,-0.874479138473917,0.38233666696005,-0.0308353879737647,0.0118087909742568,"fixed","SC_HPSMSy","SC_HPSMSy.28"
"Study * Progesterone (WW) * Partner Sexual Attract.",0.0107152552401136,0.0110479870774385,433.872838571015,0.969883035254045,0.332645152668549,-0.0109384015333299,0.032368912013557,"fixed","SC_HPSMSy","SC_HPSMSy.29"
"Study * Progesterone (WW) * Self Sexual Attract.",-0.00730162354755464,0.0114851421905726,437.783946818916,-0.635745158953981,0.525274724426618,-0.0298120885983984,0.0152088415032891,"fixed","SC_HPSMSy","SC_HPSMSy.30"
"Study * Self Sexual Attract.",0.0447219965550111,0.0397117005310282,467.715926708634,1.12616674574457,0.260672440251,-0.0331115062506444,0.122555499360667,"fixed","SC_HPSMSy","SC_HPSMSy.31"
"(Intercept)",0.0124674327341645,0.0366005908675385,482.79676000058,0.340634739457773,0.733526744051725,-0.0592684071790965,0.0842032726474256,"fixed","SC_PRCPSM","SC_PRCPSM.1"
"Menses",-0.0548991124948091,0.014445854412257,11727.2279669206,-3.80033682522982,0.000145230368557327,-0.0832124668687419,-0.0265857581208763,"fixed","SC_PRCPSM","SC_PRCPSM.2"
"Partner Sexual Attract.",-0.117800927214915,0.0374245577723801,479.44949309726,-3.14769056006998,0.00174819146482489,-0.191151712586118,-0.0444501418437111,"fixed","SC_PRCPSM","SC_PRCPSM.3"
"Probability of Conception (mean)",0.0160537338719955,0.0329645336836059,491.26472390856,0.487000181045468,0.626475416071285,-0.0485555649150296,0.0806630326590206,"fixed","SC_PRCPSM","SC_PRCPSM.4"
"Probability of Conception (mean) * Partner Sexual Attract.",0.0208409498544366,0.0346009668057347,491.514419343668,0.602322760847899,0.547237074522405,-0.0469756989150692,0.0886575986239425,"fixed","SC_PRCPSM","SC_PRCPSM.5"
"Probability of Conception (mean) * Self Sexual Attract.",-0.0334954449567088,0.0333293418826035,493.496040597642,-1.00498368898763,0.315397210456551,-0.0988197546750341,0.0318288647616166,"fixed","SC_PRCPSM","SC_PRCPSM.6"
"Probability of Conception (WW)",0.0306923422374693,0.00938153981031561,469.017849273677,3.27156765925793,0.00114838159267963,0.012304862089722,0.0490798223852166,"fixed","SC_PRCPSM","SC_PRCPSM.7"
"Probability of Conception (WW) * Partner Sexual Attract.",-0.0132954808490973,0.00941702872940663,444.673175663126,-1.41185518608215,0.158691973263965,-0.0317525180001133,0.00516155630191867,"fixed","SC_PRCPSM","SC_PRCPSM.8"
"Probability of Conception (WW) * Self Sexual Attract.",0.0158076902742062,0.00957892720551229,447.600729630152,1.65025685393136,0.099591900283743,-0.00296666205912875,0.0345820426075412,"fixed","SC_PRCPSM","SC_PRCPSM.9"
"Self Sexual Attract.",0.0883468549722199,0.0382168411476571,479.202736146742,2.31172572926363,0.0212160197743388,0.0134432227199236,0.163250487224516,"fixed","SC_PRCPSM","SC_PRCPSM.10"
"(Intercept)",0.0138709883971678,0.0368616345120859,482.580889742473,0.37629878817826,0.706860159889954,-0.0583764876577991,0.0861184644521348,"fixed","SC_HPSM","SC_HPSM.1"
"Menses",-0.0781785552194361,0.0177781285833461,11680.0866029483,-4.39745695689651,0.0000110495473271983,-0.113023046955317,-0.0433340634835556,"fixed","SC_HPSM","SC_HPSM.2"
"Estradiol (mean)",0.0326827221653556,0.0459323077816503,485.051637253204,0.711541042542872,0.477091076680468,-0.0573429468134879,0.122708391144199,"fixed","SC_HPSM","SC_HPSM.3"
"Estradiol (mean) * Partner Sexual Attract.",0.0475179762845649,0.0489081501484961,484.133448309157,0.971575824076144,0.33174676981606,-0.0483402365569648,0.143376189126095,"fixed","SC_HPSM","SC_HPSM.4"
"Estradiol (mean) * Self Sexual Attract.",-0.0600034103345831,0.0462939201678678,486.93196226169,-1.29614018681077,0.195541176422332,-0.150737826566776,0.0307310058976102,"fixed","SC_HPSM","SC_HPSM.5"
"Estradiol (WW)",0.0262585924609344,0.0124811939945305,556.843464754045,2.10385260195791,0.0358391271703824,0.00179590174759706,0.0507212831742717,"fixed","SC_HPSM","SC_HPSM.6"
"Estradiol (WW) * Partner Sexual Attract.",-0.0122860254834287,0.0120780150526613,455.835512233054,-1.01722223642382,0.309587311167602,-0.0359584999913774,0.01138644902452,"fixed","SC_HPSM","SC_HPSM.7"
"Estradiol (WW) * Self Sexual Attract.",0.023346020057364,0.0121867795151342,451.61359243133,1.91568412543869,0.0560364458610536,-0.000539628879829543,0.0472316689945576,"fixed","SC_HPSM","SC_HPSM.8"
"Partner Sexual Attract.",-0.124791134599086,0.0379165868828417,477.736361145788,-3.29120168396691,0.00107144221886754,-0.19910627930614,-0.0504759898920328,"fixed","SC_HPSM","SC_HPSM.9"
"Progesterone (mean)",-0.00221026241648611,0.0464199835968415,489.848725215728,-0.0476144592312286,0.962042914336668,-0.0931917584292355,0.0887712335962633,"fixed","SC_HPSM","SC_HPSM.10"
"Progesterone (mean) * Partner Sexual Attract.",-0.0165474427321339,0.0462890366138948,493.405228380565,-0.357480819273883,0.720884740231658,-0.107272287374424,0.0741774019101558,"fixed","SC_HPSM","SC_HPSM.11"
"Progesterone (mean) * Self Sexual Attract.",0.0271511437554467,0.0431950598559387,494.908248561515,0.62857057834853,0.529920205407642,-0.057509617872245,0.111811905383138,"fixed","SC_HPSM","SC_HPSM.12"
"Progesterone (WW)",-0.0423600718183772,0.0108078588087992,439.421614498012,-3.91937686897702,0.000102941084121497,-0.0635430858336177,-0.0211770578031368,"fixed","SC_HPSM","SC_HPSM.13"
"Progesterone (WW) * Partner Sexual Attract.",0.0218243745680103,0.0109722370544885,434.020697807229,1.98905423384764,0.0473225742828052,0.000319185111376984,0.0433295640246437,"fixed","SC_HPSM","SC_HPSM.14"
"Progesterone (WW) * Self Sexual Attract.",-0.0133466936103979,0.0111877001213423,443.567524003253,-1.1929792062389,0.233515244048949,-0.0352741829180632,0.00858079569726749,"fixed","SC_HPSM","SC_HPSM.15"
"Self Sexual Attract.",0.0903791385072543,0.0382486213344428,476.652437645225,2.36293846298371,0.0185312816844923,0.0154132182334361,0.165345058781072,"fixed","SC_HPSM","SC_HPSM.16"
"(Intercept)",0.0063651272402126,0.0367800023129045,483.047667714867,0.173059457312197,0.862677183212049,-0.0657223526443801,0.0784526071248053,"fixed","SC_PRCPSSy","SC_PRCPSSy.1"
"Menses",-0.0502119835486009,0.0145491102385789,11729.0851543613,-3.45120648102982,0.000560052580771402,-0.0787277156233186,-0.0216962514738832,"fixed","SC_PRCPSSy","SC_PRCPSSy.2"
"Menses * Study * Partner Sexual Attract.",-0.0391786892634562,0.0146551566126683,11710.3483085237,-2.67337226745085,0.00751969941162738,-0.06790226841208,-0.0104551101148324,"fixed","SC_PRCPSSy","SC_PRCPSSy.3"
"Partner Sexual Attract.",-0.118148479059031,0.0374059246390629,478.862185384873,-3.15854988745952,0.00168576400419029,-0.191462744160014,-0.0448342139580487,"fixed","SC_PRCPSSy","SC_PRCPSSy.4"
"Probability of Conception (WW)",0.0303725127916488,0.00945807500589835,466.389429492623,3.21127848665903,0.00141277386728689,0.0118350264170096,0.048909999166288,"fixed","SC_PRCPSSy","SC_PRCPSSy.5"
"Probability of Conception (WW) * Partner Sexual Attract.",-0.014705556210362,0.00948605459282791,441.530375304605,-1.55022892462377,0.121803031298623,-0.0332978815676855,0.00388676914696146,"fixed","SC_PRCPSSy","SC_PRCPSSy.6"
"Probability of Conception (WW) * Self Sexual Attract.",0.0129880219939686,0.0100063559556585,439.729537461911,1.29797721083707,0.194975570150738,-0.00662407529561,0.0326001192835472,"fixed","SC_PRCPSSy","SC_PRCPSSy.7"
"Self Sexual Attract.",0.0810437772865162,0.0393409777963577,478.287638053064,2.06003464647031,0.0399356787128038,0.00393687768906516,0.158150676883967,"fixed","SC_PRCPSSy","SC_PRCPSSy.8"
"Study",0.00802250737658843,0.0366229030114681,478.780273576467,0.219057112268688,0.82669890980454,-0.0637570635351924,0.0798020782883693,"fixed","SC_PRCPSSy","SC_PRCPSSy.9"
"Study * Partner Sexual Attract.",0.0150650439957216,0.0374117839181693,483.089620149855,0.402681786804748,0.687360464539427,-0.0582607050812851,0.0883907930727282,"fixed","SC_PRCPSSy","SC_PRCPSSy.10"
"Study * Probability of Conception (WW)",0.0106643940706434,0.00933018062412421,445.028235982496,1.14299974462118,0.253653208331166,-0.00762242392189348,0.0289512120631803,"fixed","SC_PRCPSSy","SC_PRCPSSy.11"
"Study * Probability of Conception (WW) * Partner Sexual Attract.",-0.00591454152472128,0.0096007457789075,466.006157480815,-0.616050217444078,0.538162163691096,-0.0247316574761049,0.0129025744266624,"fixed","SC_PRCPSSy","SC_PRCPSSy.12"
"Study * Probability of Conception (WW) * Self Sexual Attract.",0.00970998179738701,0.00982815832679528,441.096717981706,0.987975719816593,0.323706165765034,-0.00955285455748918,0.0289728181522632,"fixed","SC_PRCPSSy","SC_PRCPSSy.13"
"Study * Self Sexual Attract.",0.0376231075609596,0.0385865549408543,478.36253645075,0.975031526360113,0.330037417628951,-0.038005150410591,0.11325136553251,"fixed","SC_PRCPSSy","SC_PRCPSSy.14"
"(Intercept)",0.0108641057917733,0.0368068906926386,485.172125651693,0.295164997296176,0.767994106323024,-0.0612760743487009,0.0830042859322475,"fixed","SC_HPSSy","SC_HPSSy.1"
"Menses",-0.0777005260147566,0.017778796444218,11681.168309867,-4.37040416422713,0.0000125088100361576,-0.112546326733893,-0.0428547252956207,"fixed","SC_HPSSy","SC_HPSSy.2"
"Estradiol (WW)",0.0243543549831333,0.0125508089148794,550.934490916803,1.94046098130459,0.0528334999622972,-0.00024477846687463,0.0489534884331412,"fixed","SC_HPSSy","SC_HPSSy.3"
"Estradiol (WW) * Partner Sexual Attract.",-0.0140738631406757,0.0121471362050893,451.894399238819,-1.15861573485767,0.247224762424472,-0.0378818126179532,0.00973408633660182,"fixed","SC_HPSSy","SC_HPSSy.4"
"Estradiol (WW) * Self Sexual Attract.",0.0171528984590292,0.0127283858381919,442.306769171084,1.34760987583841,0.178473751872976,-0.00779427936515654,0.0421000762832149,"fixed","SC_HPSSy","SC_HPSSy.5"
"Partner Sexual Attract.",-0.117819805937085,0.0373903344362369,478.768898651068,-3.15107654728276,0.00172860848797716,-0.191103514802017,-0.0445360970721531,"fixed","SC_HPSSy","SC_HPSSy.6"
"Progesterone (WW)",-0.0427883663847564,0.0108972143469193,437.755487977446,-3.92654168510992,0.000100080408559812,-0.0641465140365314,-0.0214302187329815,"fixed","SC_HPSSy","SC_HPSSy.7"
"Progesterone (WW) * Partner Sexual Attract.",0.022972145423939,0.0110554106144845,431.7450727834,2.07790974256908,0.0383080109665722,0.00130393878524753,0.0446403520626304,"fixed","SC_HPSSy","SC_HPSSy.8"
"Progesterone (WW) * Self Sexual Attract.",-0.0123305543696635,0.0116937582738555,436.351050180562,-1.0544560680061,0.292257666826166,-0.0352498994303376,0.0105887906910107,"fixed","SC_HPSSy","SC_HPSSy.9"
"Self Sexual Attract.",0.0810011277641327,0.0393256200898917,478.245051447811,2.05975462253304,0.0399626212947736,0.00392432871824017,0.158077926810025,"fixed","SC_HPSSy","SC_HPSSy.10"
"Study",0.00800753670222017,0.036607895039745,478.70082691076,0.218737971509327,0.826947392715723,-0.0637426191255025,0.0797576925299428,"fixed","SC_HPSSy","SC_HPSSy.11"
"Study * Estradiol (WW)",0.0106554702864131,0.0118993198640427,450.302289102091,0.895468851006498,0.371014923250303,-0.0126667680876326,0.0339777086604587,"fixed","SC_HPSSy","SC_HPSSy.12"
"Study * Estradiol (WW) * Partner Sexual Attract.",0.0101779933722853,0.0121448687166707,454.694562314457,0.838048859129658,0.402443570119109,-0.0136255119093564,0.033981498653927,"fixed","SC_HPSSy","SC_HPSSy.13"
"Study * Estradiol (WW) * Self Sexual Attract.",0.0149759415309604,0.012498797976909,443.826592746825,1.19819054269281,0.231482281069653,-0.00952125235382329,0.0394731354157442,"fixed","SC_HPSSy","SC_HPSSy.14"
"Study * Partner Sexual Attract.",0.00856099861860703,0.0373173790017245,478.936855661384,0.229410501155813,0.818647811445618,-0.0645797202222043,0.0817017174594184,"fixed","SC_HPSSy","SC_HPSSy.15"
"Study * Progesterone (WW)",-0.00961546788936175,0.0108794917982091,437.7909294552,-0.883815904980465,0.377280691141238,-0.0309388799839505,0.011707944205227,"fixed","SC_HPSSy","SC_HPSSy.16"
"Study * Progesterone (WW) * Partner Sexual Attract.",0.0105746453339163,0.0110491702113964,433.712782280796,0.957053347138171,0.339073491424059,-0.0110813303394734,0.032230621007306,"fixed","SC_HPSSy","SC_HPSSy.17"
"Study * Progesterone (WW) * Self Sexual Attract.",-0.00723338194280776,0.0114841202386911,437.584486351776,-0.629859474863192,0.529115267098417,-0.0297418440047699,0.0152750801191544,"fixed","SC_HPSSy","SC_HPSSy.18"
"Study * Self Sexual Attract.",0.0377356950950303,0.0385713766904536,478.314245363492,0.97833415171748,0.328403635981104,-0.0378628140523865,0.113334204242447,"fixed","SC_HPSSy","SC_HPSSy.19"
"(Intercept)",0.0102073090528826,0.0364648749798952,486.151924459782,0.279921679657763,0.779656655906188,-0.0612625326084677,0.0816771507142329,"fixed","SC_PRCPS","SC_PRCPS.1"
"Menses",-0.0549042022410634,0.0144454825353792,11727.95162982,-3.8007870008215,0.000144967028836341,-0.083216827749709,-0.0265915767324177,"fixed","SC_PRCPS","SC_PRCPS.2"
"Partner Sexual Attract.",-0.114628227797338,0.0370831114774904,481.964120125218,-3.09111677068731,0.00210950342010387,-0.187309790727903,-0.0419466648667725,"fixed","SC_PRCPS","SC_PRCPS.3"
"Probability of Conception (WW)",0.0305468920111057,0.00937742141812293,469.248313540666,3.25749378737213,0.0012054890660015,0.0121674837637303,0.0489263002584812,"fixed","SC_PRCPS","SC_PRCPS.4"
"Probability of Conception (WW) * Partner Sexual Attract.",-0.0133895544522187,0.00941345735338807,444.860482294479,-1.42238435354461,0.155615482404478,-0.031839591834863,0.00506048293042567,"fixed","SC_PRCPS","SC_PRCPS.5"
"Probability of Conception (WW) * Self Sexual Attract.",0.0161118809911157,0.00957238404712574,447.79597461908,1.68316282671019,0.0930405666246685,-0.00264964698743652,0.0348734089696679,"fixed","SC_PRCPS","SC_PRCPS.6"
"Self Sexual Attract.",0.0940567745252092,0.0373916713028703,481.567043633474,2.51544719045466,0.0122125374216345,0.0207704454498236,0.167343103600595,"fixed","SC_PRCPS","SC_PRCPS.7"
"(Intercept)",0.014127636676359,0.0364941177399878,488.385817091424,0.387120926638511,0.698835318522129,-0.0573995197415814,0.0856547930942994,"fixed","SC_HPS","SC_HPS.1"
"Menses",-0.0781920828168762,0.0177779348299049,11684.5396882223,-4.39826580336804,0.0000110084874888298,-0.11303619480299,-0.0433479708307625,"fixed","SC_HPS","SC_HPS.2"
"Estradiol (WW)",0.0263306597054664,0.0124785908398292,556.867109394489,2.11006675701107,0.0352980421887695,0.00187307108158983,0.0507882483293429,"fixed","SC_HPS","SC_HPS.3"
"Estradiol (WW) * Partner Sexual Attract.",-0.0121702701854904,0.0120750057670689,455.797978165134,-1.00788938906193,0.314042315403887,-0.0358368466020589,0.0114963062310781,"fixed","SC_HPS","SC_HPS.4"
"Estradiol (WW) * Self Sexual Attract.",0.0234261381228495,0.0121810132726884,451.438794905406,1.92316826182058,0.055087588999868,-0.000448209186824051,0.0473004854325231,"fixed","SC_HPS","SC_HPS.5"
"Partner Sexual Attract.",-0.114569884472503,0.0370685251275281,481.873898732027,-3.09075918392609,0.00211201726170742,-0.187222858682476,-0.0419169102625295,"fixed","SC_HPS","SC_HPS.6"
"Progesterone (WW)",-0.0423007047385847,0.0108067462738587,439.351925878889,-3.91428684144359,0.000105063909387025,-0.0634815382254102,-0.0211198712517592,"fixed","SC_HPS","SC_HPS.7"
"Progesterone (WW) * Partner Sexual Attract.",0.0218670834489368,0.010971526643949,433.949571257465,1.99307572761508,0.0468788986939278,0.000363286371375279,0.0433708805264984,"fixed","SC_HPS","SC_HPS.8"
"Progesterone (WW) * Self Sexual Attract.",-0.0136026464036763,0.0111836971044196,443.459844486839,-1.21629245469289,0.224520529298685,-0.0355222899423436,0.00831699713499099,"fixed","SC_HPS","SC_HPS.9"
"Self Sexual Attract.",0.0940299074858759,0.0373775336497528,481.506137211843,2.5156798296802,0.0122046281976558,0.0207712877014265,0.167288527270325,"fixed","SC_HPS","SC_HPS.10"
"(Intercept)",0.00712675024530971,0.0370192446938744,480.935990708678,0.192514739407662,0.847420287315936,-0.0654296360895595,0.0796831365801789,"fixed","SC_PRCPMSy","SC_PRCPMSy.1"
"Menses",-0.0500621996201418,0.0145493392343795,11728.5339807554,-3.44085726600194,0.000581894608733741,-0.0785783805183812,-0.0215460187219024,"fixed","SC_PRCPMSy","SC_PRCPMSy.2"
"Menses * Study * Partner Sexual Attract.",-0.0392872622459528,0.0146552717891957,11710.1912873569,-2.68075971643982,0.00735581076660297,-0.0680110671364223,-0.0105634573554833,"fixed","SC_PRCPMSy","SC_PRCPMSy.3"
"Partner Sexual Attract.",-0.100460190182704,0.0369442253588699,477.503370308389,-2.71923931837387,0.00678158357772793,-0.17286954132282,-0.0280508390425876,"fixed","SC_PRCPMSy","SC_PRCPMSy.4"
"Probability of Conception (mean)",0.0340277641074498,0.0342925918430107,488.775659115204,0.992277406829635,0.321553188437042,-0.0331844808413833,0.101240009056283,"fixed","SC_PRCPMSy","SC_PRCPMSy.5"
"Probability of Conception (mean) * Partner Sexual Attract.",0.0276236758882205,0.0367458894192441,486.258695999248,0.751748735023236,0.452565873886495,-0.0443969439533894,0.0996442957298303,"fixed","SC_PRCPMSy","SC_PRCPMSy.6"
"Probability of Conception (WW)",0.0308434942402742,0.00947092411795331,468.499613884828,3.25665097261275,0.00120912675442966,0.0122808240687739,0.0494061644117745,"fixed","SC_PRCPMSy","SC_PRCPMSy.7"
"Probability of Conception (WW) * Partner Sexual Attract.",-0.0109174819346069,0.00927419274343005,444.568328183421,-1.17718945860177,0.239749745694252,-0.0290945656974125,0.0072596018281987,"fixed","SC_PRCPMSy","SC_PRCPMSy.8"
"Study",0.00917785540108148,0.0368649310232494,476.735736772017,0.248958973917334,0.803499734589357,-0.0630760816970406,0.0814317924992036,"fixed","SC_PRCPMSy","SC_PRCPMSy.9"
"Study * Partner Sexual Attract.",0.037328176548111,0.0368314626026414,481.776930051556,1.01348613143139,0.31133672388534,-0.034860163651,0.109516516747222,"fixed","SC_PRCPMSy","SC_PRCPMSy.10"
"Study * Probability of Conception (mean)",-0.0228959717152468,0.0337249166242553,489.230286821431,-0.678903730744281,0.497519893721537,-0.0889955936804034,0.0432036502499098,"fixed","SC_PRCPMSy","SC_PRCPMSy.11"
"Study * Probability of Conception (mean) * Partner Sexual Attract.",-0.0495395674319199,0.0358317138427,486.85480097097,-1.38256204125198,0.167433045664076,-0.119768436067957,0.0206893012041173,"fixed","SC_PRCPMSy","SC_PRCPMSy.12"
"Study * Probability of Conception (WW)",0.0111364212741707,0.00934317658972561,447.034169989671,1.19193094203283,0.23392069092207,-0.00717586834288925,0.0294487108912307,"fixed","SC_PRCPMSy","SC_PRCPMSy.13"
"Study * Probability of Conception (WW) * Partner Sexual Attract.",-0.00253343952335396,0.00936924046765335,470.24557073268,-0.270399669226175,0.786971428483389,-0.0208968134024497,0.0158299343557418,"fixed","SC_PRCPMSy","SC_PRCPMSy.14"
"(Intercept)",0.010446235794375,0.0373853400986745,479.438584375286,0.279420643674854,0.780042528568425,-0.0628276843488082,0.0837201559375581,"fixed","SC_HPMSy","SC_HPMSy.1"
"Menses",-0.0775194166707296,0.0177780949582842,11679.1143155012,-4.36038939226204,0.0000130943134558763,-0.1123638425027,-0.0426749908387595,"fixed","SC_HPMSy","SC_HPMSy.2"
"Estradiol (mean)",0.044242896099255,0.0470217920343174,481.816453884941,0.940901955990228,0.347226589067076,-0.0479181227765396,0.13640391497505,"fixed","SC_HPMSy","SC_HPMSy.3"
"Estradiol (mean) * Partner Sexual Attract.",0.0422594464971718,0.0506316123470466,480.147892759118,0.834645482105349,0.404332420226999,-0.056976690182233,0.141495583176577,"fixed","SC_HPMSy","SC_HPMSy.4"
"Estradiol (WW)",0.024761129193871,0.0125690201849597,552.588644788892,1.97001268432209,0.0493358363052713,0.000126302310392963,0.049395956077349,"fixed","SC_HPMSy","SC_HPMSy.5"
"Estradiol (WW) * Partner Sexual Attract.",-0.00876579477967945,0.0118674353869621,453.258862236729,-0.738642722193355,0.460506271010918,-0.0320255407269814,0.0144939511676225,"fixed","SC_HPMSy","SC_HPMSy.6"
"Partner Sexual Attract.",-0.103218492485682,0.0377097777703533,475.172070233743,-2.73718113944522,0.00642916255770258,-0.177128298780583,-0.02930868619078,"fixed","SC_HPMSy","SC_HPMSy.7"
"Progesterone (mean)",-0.0199889054624834,0.0471621949193112,487.885433344789,-0.423833231186165,0.671874237223183,-0.112425108936191,0.0724472980112244,"fixed","SC_HPMSy","SC_HPMSy.8"
"Progesterone (mean) * Partner Sexual Attract.",-0.0321357630417792,0.0513578277646786,484.645541595264,-0.625722785415013,0.531791331545021,-0.13279525578476,0.0685237297012021,"fixed","SC_HPMSy","SC_HPMSy.9"
"Progesterone (WW)",-0.0430935028458723,0.01088997361548,439.583420218154,-3.95717238328431,0.0000884126212022333,-0.0644374589248046,-0.0217495467669401,"fixed","SC_HPMSy","SC_HPMSy.10"
"Progesterone (WW) * Partner Sexual Attract.",0.0196002328922183,0.0107819743147726,434.611948703777,1.81787048642506,0.0697722655431862,-0.00153204844697202,0.0407325142314086,"fixed","SC_HPMSy","SC_HPMSy.11"
"Study",0.006724442904247,0.037212558541225,473.208463928151,0.180703589536782,0.85667760544595,-0.0662108316091423,0.0796597174176363,"fixed","SC_HPMSy","SC_HPMSy.12"
"Study * Estradiol (mean)",-0.0206428374657522,0.0465444687195245,482.178192706681,-0.443507854609863,0.657597375062958,-0.111868319835571,0.0705826449040669,"fixed","SC_HPMSy","SC_HPMSy.13"
"Study * Estradiol (mean) * Partner Sexual Attract.",-0.0524880831470283,0.049695442800599,480.593500034236,-1.05619509937027,0.29140972601363,-0.149889361231973,0.0449131949379161,"fixed","SC_HPMSy","SC_HPMSy.14"
"Study * Estradiol (WW)",0.0110862296734565,0.0119192295187876,451.960662008536,0.930112945302535,0.352809127027689,-0.012275030906834,0.0344474902537469,"fixed","SC_HPMSy","SC_HPMSy.15"
"Study * Estradiol (WW) * Partner Sexual Attract.",0.0153738645187032,0.0118352253367375,456.097978226448,1.29899212573346,0.194602923504283,-0.00782275089021826,0.0385704799276248,"fixed","SC_HPMSy","SC_HPMSy.16"
"Study * Partner Sexual Attract.",0.0261007014376143,0.0376014821300396,475.465136928403,0.694140229561924,0.487933277208822,-0.0475968493025897,0.0997982521778182,"fixed","SC_HPMSy","SC_HPMSy.17"
"Study * Progesterone (mean)",0.0280333289182323,0.0465265089323416,488.214399941424,0.602523799045359,0.547105273815994,-0.0631569529155383,0.119223610752003,"fixed","SC_HPMSy","SC_HPMSy.18"
"Study * Progesterone (mean) * Partner Sexual Attract.",0.0475585829842594,0.0498616727050295,485.161170160835,0.95381041999143,0.340654584156349,-0.0501684997265222,0.145285665695041,"fixed","SC_HPMSy","SC_HPMSy.19"
"Study * Progesterone (WW)",-0.0100094294284116,0.0108726904457896,439.59279390107,-0.920602814760326,0.35776275068296,-0.0313195111172118,0.0113006522603887,"fixed","SC_HPMSy","SC_HPMSy.20"
"Study * Progesterone (WW) * Partner Sexual Attract.",0.0078527570942354,0.0107498793700768,436.761504559836,0.73049722921489,0.465477960799703,-0.0132166193092652,0.028922133497736,"fixed","SC_HPMSy","SC_HPMSy.21"
"(Intercept)",0.0100275126105627,0.0366675552546608,486.893130856704,0.273470989296133,0.784607153540503,-0.0618395750897048,0.0818946003108303,"fixed","SC_PRCP","SC_PRCP.1"
"Menses",-0.0549014172048585,0.0144451462990643,11728.0919004715,-3.80068267002702,0.000145028000072161,-0.0832133837024366,-0.0265894507072805,"fixed","SC_PRCP","SC_PRCP.2"
"Partner Sexual Attract.",-0.0933618397593226,0.0363080463978607,482.747659332979,-2.57138152618488,0.0104276403459251,-0.164524303048139,-0.0221993764705064,"fixed","SC_PRCP","SC_PRCP.3"
"Probability of Conception (WW)",0.0306459792443248,0.00939885234675529,471.161521198054,3.26060864812974,0.00119228341467399,0.0122245671486746,0.0490673913399749,"fixed","SC_PRCP","SC_PRCP.4"
"Probability of Conception (WW) * Partner Sexual Attract.",-0.00981121462369588,0.00919509475708328,447.950905634478,-1.06700527649679,0.286544166536431,-0.0278332691820122,0.00821083993462043,"fixed","SC_PRCP","SC_PRCP.5"
"(Intercept)",0.0138709845151872,0.0366866296495453,489.316842243191,0.378093726452713,0.705524933669611,-0.0580334883120809,0.0857754573424552,"fixed","SC_HP","SC_HP.1"
"Menses",-0.0777918716943991,0.017776592720249,11685.7239198136,-4.37608449035274,0.0000121878786206707,-0.112633353193924,-0.0429503901948741,"fixed","SC_HP","SC_HP.2"
"Menses * Partner Sexual Attract.",0.0320507804846687,0.0180215030853581,11634.8000913486,1.77847432219507,0.0753520918062874,-0.00327071650991064,0.067372277479248,"fixed","SC_HP","SC_HP.3"
"Estradiol (WW)",0.0265030888077283,0.012510803958337,557.674255228444,2.11841612225624,0.0345814391997116,0.00198236363174664,0.0510238139837101,"fixed","SC_HP","SC_HP.4"
"Estradiol (WW) * Partner Sexual Attract.",0.000440558421062388,0.0124921849218113,572.733813828231,0.0352667226605953,0.971879345883766,-0.024043674113902,0.0249247909560268,"fixed","SC_HP","SC_HP.5"
"Partner Sexual Attract.",-0.0986473685280423,0.0364078307936967,489.487947002684,-2.70950964057769,0.00697458605812484,-0.170005405638916,-0.0272893314171686,"fixed","SC_HP","SC_HP.6"
"Progesterone (WW)",-0.0422805446652048,0.0108157632213509,440.868291085751,-3.90915960343334,0.0001071887624744,-0.0634790510443654,-0.0210820382860442,"fixed","SC_HP","SC_HP.7"
"Progesterone (WW) * Partner Sexual Attract.",0.0195755808386708,0.010706737270771,438.368675671579,1.82834231788908,0.06817757767595,-0.00140923860397299,0.0405604002813147,"fixed","SC_HP","SC_HP.8"
"(Intercept)",0.0113864078559743,0.0373662229478352,473.487890453347,0.304724613774054,0.760709793660547,-0.0618500433600769,0.0846228590720254,"fixed","SC_RHPSMSy","SC_RHPSMSy.1"
"Menses",-0.0741886388687813,0.0165956667569283,11512.3567539943,-4.47036205025081,0.00000788337896289463,-0.106715548011789,-0.0416617297257732,"fixed","SC_RHPSMSy","SC_RHPSMSy.2"
"Partner Sexual Attract.",-0.127285704322145,0.038820297943175,470.726413804798,-3.27884408585596,0.00111954273584819,-0.203372090159883,-0.0511993184844082,"fixed","SC_RHPSMSy","SC_RHPSMSy.3"
