"var_star","estimate","se","df","t value","pval","conf.low","conf.high","effect","model","model_term_number"
"Study * Raw Estradiol (WW)",-0.00295329906373066,0.012402026509165,431.885168556431,-0.23813036212656,0.811892923272099,-0.0272608243570051,0.0213542262295437,"fixed","EP_RHPSMSy","EP_RHPSMSy.22"
"Study * Raw Estradiol (WW) * Partner Sexual Attract.",0.0197580272330551,0.0126346306934214,433.210788334919,1.56379934740338,0.118594865166339,-0.0050053938840151,0.0445214483501253,"fixed","EP_RHPSMSy","EP_RHPSMSy.23"
"Study * Raw Estradiol (WW) * Self Sexual Attract.",0.015274610503969,0.0130275485059189,426.02941552195,1.17248540637013,0.241657421477558,-0.0102589153744807,0.0408081363824187,"fixed","EP_RHPSMSy","EP_RHPSMSy.24"
"Study * Raw Progesterone (mean)",-0.00657607525554249,0.0411811986763978,487.910353085035,-0.159686348792743,0.873194238423122,-0.0872897415014707,0.0741375909903857,"fixed","EP_RHPSMSy","EP_RHPSMSy.25"
"Study * Raw Progesterone (WW)",0.000395095964073491,0.0117692014928066,426.208589177509,0.0335703288209464,0.97323549866402,-0.0226721150886225,0.0234623070167694,"fixed","EP_RHPSMSy","EP_RHPSMSy.26"
"Study * Raw Progesterone (WW) * Partner Sexual Attract.",-0.00105630681155256,0.0119489425106111,422.251737246339,-0.0884016983607148,0.929599322037119,-0.0244758037856899,0.0223631901625848,"fixed","EP_RHPSMSy","EP_RHPSMSy.27"
"Study * Raw Progesterone (WW) * Self Sexual Attract.",-0.00793588153528547,0.0123916248455151,424.379904517106,-0.640422998131493,0.522243265144477,-0.0322230199424267,0.0163512568718558,"fixed","EP_RHPSMSy","EP_RHPSMSy.28"
"Study * Self Sexual Attract.",0.0151576471645713,0.0366297818622688,468.826616592697,0.413806645684253,0.679204947722649,-0.0566354060470339,0.0869507003761766,"fixed","EP_RHPSMSy","EP_RHPSMSy.29"
"Study * Self Sexual Attract. * Raw Progesterone (mean)",0.0065200347471279,0.0480926421135708,478.114300406505,0.135572396536893,0.892216387158623,-0.0877398117168452,0.100779881211101,"fixed","EP_RHPSMSy","EP_RHPSMSy.30"
"(Intercept)",-0.023874044839455,0.0438202823886004,244.948614820798,-0.544817229330903,0.586374901030829,-0.109760220113487,0.0620121304345766,"fixed","EP_PRCPSMs1","EP_PRCPSMs1.1"
"Partner Sexual Attract.",-0.166449342848079,0.0451347564031767,245.280167807599,-3.68783075644036,0.000278518646263313,-0.254911839849293,-0.0779868458468638,"fixed","EP_PRCPSMs1","EP_PRCPSMs1.2"
"Probability of Conception (mean)",0.0175253342365609,0.044967103524717,250.506472370627,0.389736782288586,0.697062337633589,-0.0706085691609686,0.10565923763409,"fixed","EP_PRCPSMs1","EP_PRCPSMs1.3"
"Probability of Conception (mean) * Partner Sexual Attract.",0.0747827859162633,0.0499615541905733,249.546934928248,1.4968066371797,0.135707274434062,-0.0231400609089065,0.172705632741433,"fixed","EP_PRCPSMs1","EP_PRCPSMs1.4"
"Probability of Conception (mean) * Self Sexual Attract.",-0.0493390431196879,0.055835962893344,247.758534447503,-0.883642737816374,0.377745734267017,-0.158775519432757,0.0600974331933811,"fixed","EP_PRCPSMs1","EP_PRCPSMs1.5"
"Probability of Conception (WW)",0.0623875014614696,0.0142532621727751,230.734960393648,4.37706826024957,0.0000182358067281361,0.0344516209406233,0.0903233819823158,"fixed","EP_PRCPSMs1","EP_PRCPSMs1.6"
"Probability of Conception (WW) * Partner Sexual Attract.",-0.0474470696253696,0.0144282582248234,226.124755200346,-3.28848214982306,0.00116802733486979,-0.0757259361056672,-0.0191682031450719,"fixed","EP_PRCPSMs1","EP_PRCPSMs1.7"
"Probability of Conception (WW) * Self Sexual Attract.",0.00914913273431918,0.0169171155607046,229.931805829088,0.540821081554291,0.589154442818454,-0.0240078044869639,0.0423060699556023,"fixed","EP_PRCPSMs1","EP_PRCPSMs1.8"
"Self Sexual Attract.",0.0772559942887899,0.0524380369309449,244.974681612894,1.47328158738146,0.141958848436779,-0.0255206695158433,0.180032658093423,"fixed","EP_PRCPSMs1","EP_PRCPSMs1.9"
"(Intercept)",-0.00221569265427454,0.0441951042479237,247.602888264393,-0.0501343461448818,0.960055748670365,-0.0888365052731981,0.0844051199646491,"fixed","EP_HPSMs1","EP_HPSMs1.1"
"Menses",-0.10218429571684,0.0276272374251047,6237.60711249951,-3.698679464201,0.000218587295789378,-0.156332686062382,-0.0480359053712977,"fixed","EP_HPSMs1","EP_HPSMs1.2"
"Menses * Partner Sexual Attract.",0.0607756590368549,0.0278796525563492,6196.24482397933,2.17992885363322,0.0293002490947156,0.00613254412492042,0.115418773948789,"fixed","EP_HPSMs1","EP_HPSMs1.3"
"Estradiol (mean)",0.0262842909478478,0.0594821147812981,246.603243048862,0.44188561628128,0.658959231622378,-0.090298511747774,0.14286709364347,"fixed","EP_HPSMs1","EP_HPSMs1.4"
"Estradiol (mean) * Partner Sexual Attract.",0.0976713137768995,0.067035350802698,245.638959070086,1.45701204823065,0.146390181172464,-0.0337155594873968,0.229058187041196,"fixed","EP_HPSMs1","EP_HPSMs1.5"
"Estradiol (mean) * Self Sexual Attract.",-0.0577464323422246,0.0751871620099046,244.461642578079,-0.76803580290233,0.443207159605424,-0.205110561981416,0.0896176972969665,"fixed","EP_HPSMs1","EP_HPSMs1.6"
"Estradiol (WW)",0.0422651649776072,0.0189409348819938,292.272692535522,2.23141915860693,0.0264116421868591,0.00514161477538094,0.0793887151798334,"fixed","EP_HPSMs1","EP_HPSMs1.7"
"Estradiol (WW) * Partner Sexual Attract.",-0.0435821759658477,0.0193029477922131,293.459395183699,-2.25779898671378,0.0246928914161801,-0.0814152584340422,-0.00574909349765314,"fixed","EP_HPSMs1","EP_HPSMs1.8"
"Estradiol (WW) * Self Sexual Attract.",0.00666574644151236,0.021203996314025,232.269074948407,0.314362742890283,0.753527735326732,-0.0348933226622968,0.0482248155453215,"fixed","EP_HPSMs1","EP_HPSMs1.9"
"Partner Sexual Attract.",-0.177662143229018,0.0455280514647576,248.002964249082,-3.90225668600254,0.000122826172645975,-0.266895484386229,-0.0884288020718072,"fixed","EP_HPSMs1","EP_HPSMs1.10"
"Progesterone (mean)",-0.027304235052257,0.0615799898444891,250.081013786208,-0.443394601415324,0.657863685766291,-0.147998797315798,0.093390327211284,"fixed","EP_HPSMs1","EP_HPSMs1.11"
"Progesterone (mean) * Partner Sexual Attract.",-0.0765081776722539,0.0718735975284865,248.751266711255,-1.06448237326552,0.28814242846359,-0.217377840267414,0.0643614849229066,"fixed","EP_HPSMs1","EP_HPSMs1.12"
"Progesterone (mean) * Self Sexual Attract.",-0.0291148386097925,0.0819774263984979,246.866582631831,-0.35515677777274,0.722775388547382,-0.189787641896131,0.131557964676546,"fixed","EP_HPSMs1","EP_HPSMs1.13"
"Progesterone (WW)",-0.0736551300548132,0.0167184881029932,228.152915011834,-4.40560950254982,0.0000162296184451303,-0.106422764612641,-0.0408874954969851,"fixed","EP_HPSMs1","EP_HPSMs1.14"
"Progesterone (WW) * Partner Sexual Attract.",0.0503170575266617,0.0169196163418611,223.041659473641,2.97388879924963,0.00326376883413102,0.0171552188643787,0.0834788961889448,"fixed","EP_HPSMs1","EP_HPSMs1.15"
"Progesterone (WW) * Self Sexual Attract.",-0.014200501411535,0.0198622583957104,228.530592327863,-0.714948981562028,0.47537028982676,-0.0531298125187556,0.0247288096956857,"fixed","EP_HPSMs1","EP_HPSMs1.16"
"Self Sexual Attract.",0.0715519387622277,0.052686307375762,242.348005291258,1.35807465594267,0.175702981093563,-0.0317113261726728,0.174815203697128,"fixed","EP_HPSMs1","EP_HPSMs1.17"
"(Intercept)",0.014418717752135,0.0533097684856503,226.798572364617,0.270470462763614,0.787044307750471,-0.090066508503908,0.118903944008178,"fixed","EP_PRCPSMs2","EP_PRCPSMs2.1"
"Partner Sexual Attract.",-0.123633176051286,0.0546707074566005,227.585397019088,-2.26141533195688,0.0246784390212376,-0.230785793675548,-0.0164805584270235,"fixed","EP_PRCPSMs2","EP_PRCPSMs2.2"
"Probability of Conception (mean)",0.00674298722101181,0.0434094064551345,234.107893715848,0.155334702122246,0.876691306856761,-0.0783378860213124,0.091823860463336,"fixed","EP_PRCPSMs2","EP_PRCPSMs2.3"
"Probability of Conception (mean) * Partner Sexual Attract.",-0.0252997367986409,0.0443259711891667,234.28999681162,-0.570765538123713,0.5687056080136,-0.112177043909168,0.0615775703118858,"fixed","EP_PRCPSMs2","EP_PRCPSMs2.4"
"Probability of Conception (mean) * Self Sexual Attract.",-0.0177141480958334,0.0397392558539983,235.377014086539,-0.445759431452743,0.656180767657832,-0.0956016583420925,0.0601733621504258,"fixed","EP_PRCPSMs2","EP_PRCPSMs2.5"
"Probability of Conception (WW)",0.0690217778237191,0.0151468681427378,197.324913801874,4.55683492939177,0.00000908998817706752,0.0393344617853759,0.0987090938620624,"fixed","EP_PRCPSMs2","EP_PRCPSMs2.6"
"Probability of Conception (WW) * Partner Sexual Attract.",-0.0307756749764634,0.0154344422856512,199.005827317986,-1.99396093534746,0.0475216464530842,-0.0610266259778018,-0.000524723975124992,"fixed","EP_PRCPSMs2","EP_PRCPSMs2.7"
"Probability of Conception (WW) * Self Sexual Attract.",0.0296132104766556,0.0139094307956184,197.52553690907,2.12900232308457,0.0344925849266428,0.00235122707179124,0.05687519388152,"fixed","EP_PRCPSMs2","EP_PRCPSMs2.8"
"Self Sexual Attract.",0.0977610902748543,0.0498723810921508,227.294310473488,1.9602250410747,0.0511912971586243,0.0000130195109823289,0.195509161038726,"fixed","EP_PRCPSMs2","EP_PRCPSMs2.9"
"(Intercept)",0.0179322537790837,0.0542491640056165,228.416914491476,0.330553550598994,0.741284736485266,-0.0883941538633313,0.124258661421499,"fixed","EP_HPSMs2","EP_HPSMs2.1"
"Menses",-0.0511413217542131,0.0258091389088019,5400.71080579564,-1.98151987692902,0.0475836295553805,-0.101726304487456,-0.000556339020969965,"fixed","EP_HPSMs2","EP_HPSMs2.2"
"Estradiol (mean)",0.0206071511136994,0.0633817668812503,228.443880624527,0.325127432188947,0.745382192358897,-0.103618829250065,0.144833131477463,"fixed","EP_HPSMs2","EP_HPSMs2.3"
"Estradiol (mean) * Partner Sexual Attract.",-0.0000547788341175866,0.0662648748740354,227.436513796033,-0.000826664718249556,0.999341141677883,-0.12993154702728,0.129821989359045,"fixed","EP_HPSMs2","EP_HPSMs2.4"
"Estradiol (mean) * Self Sexual Attract.",-0.0224983926166315,0.0575660588703128,228.787395148411,-0.390827391316068,0.696288514176507,-0.135325794734357,0.0903290095010941,"fixed","EP_HPSMs2","EP_HPSMs2.5"
"Estradiol (WW)",0.0540730467866369,0.0179815293514531,231.223090867941,3.00714392695787,0.00292853855241075,0.0188298968708389,0.0893161967024348,"fixed","EP_HPSMs2","EP_HPSMs2.6"
"Estradiol (WW) * Partner Sexual Attract.",-0.0189456288589762,0.017477349141842,192.797423193029,-1.08401043574846,0.279713899810854,-0.0532006037222186,0.0153093460042662,"fixed","EP_HPSMs2","EP_HPSMs2.7"
"Estradiol (WW) * Self Sexual Attract.",0.0372005338586026,0.0156015381280299,186.631029498869,2.38441450793673,0.0181086633172025,0.00662208102423555,0.0677789866929696,"fixed","EP_HPSMs2","EP_HPSMs2.8"
"Partner Sexual Attract.",-0.137138069164737,0.0573999768700397,227.629583407596,-2.38916593076743,0.0177022817731011,-0.249639956543447,-0.0246361817860275,"fixed","EP_HPSMs2","EP_HPSMs2.9"
"Progesterone (mean)",0.0230132444676345,0.0635139984428783,230.622155958596,0.362333423053685,0.717434693982569,-0.10147190499454,0.147498393929809,"fixed","EP_HPSMs2","EP_HPSMs2.10"
"Progesterone (mean) * Partner Sexual Attract.",0.00849039060061674,0.0594774688019994,232.644296304318,0.142749696172869,0.886611421864969,-0.108083306142907,0.12506408734414,"fixed","EP_HPSMs2","EP_HPSMs2.11"
"Progesterone (mean) * Self Sexual Attract.",0.0214578426493482,0.0501692281348057,233.916999004315,0.427709244234146,0.669256307880961,-0.0768720376270445,0.119787722925741,"fixed","EP_HPSMs2","EP_HPSMs2.12"
"Progesterone (WW)",-0.080284377065664,0.0191245453538389,208.161407925904,-4.197975720743,0.0000398965108358635,-0.117767797179891,-0.042800956951437,"fixed","EP_HPSMs2","EP_HPSMs2.13"
"Progesterone (WW) * Partner Sexual Attract.",0.0496091250074591,0.0194755074679075,207.515126854131,2.54725711713582,0.0115816796149098,0.0114378317897196,0.0877804182251987,"fixed","EP_HPSMs2","EP_HPSMs2.14"
"Progesterone (WW) * Self Sexual Attract.",-0.0308475251767104,0.0175711666273272,209.453020791019,-1.75557638436684,0.0806225680723679,-0.0652863789326238,0.00359132857920299,"fixed","EP_HPSMs2","EP_HPSMs2.15"
"Self Sexual Attract.",0.105466912579698,0.0503748681225041,225.777765850149,2.09364146270752,0.0374079986069075,0.0067339853336348,0.204199839825761,"fixed","EP_HPSMs2","EP_HPSMs2.16"
"(Intercept)",-0.00531793850590458,0.0290933914971954,471.098350873081,-0.182788538298027,0.855042577452316,-0.0623399380285313,0.0517040610167222,"fixed","EA_PRCPSMSy","EA_PRCPSMSy.1"
"Partner Sexual Attract.",-0.12864495133255,0.0299071234972021,472.984667618793,-4.30148193103844,0.0000206228017123814,-0.187261836268258,-0.0700280663968424,"fixed","EA_PRCPSMSy","EA_PRCPSMSy.2"
"Probability of Conception (mean)",-0.00878192709410195,0.0270010241196025,490.68390161673,-0.325244222411785,0.745134874928733,-0.0617029619142201,0.0441391077260162,"fixed","EA_PRCPSMSy","EA_PRCPSMSy.3"
"Probability of Conception (mean) * Partner Sexual Attract.",0.0116224214143375,0.0291662873116325,488.483542291407,0.398488202840342,0.690444470402483,-0.0455424512792097,0.0687872941078847,"fixed","EA_PRCPSMSy","EA_PRCPSMSy.4"
"Probability of Conception (mean) * Self Sexual Attract.",-0.0180016982269582,0.0307099789054556,483.368343814433,-0.586183998444892,0.558025491154486,-0.0781921508476359,0.0421887543937195,"fixed","EA_PRCPSMSy","EA_PRCPSMSy.5"
"Probability of Conception (WW)",0.0748453763907169,0.0116644724367853,421.274366325645,6.41652477609557,0.000000000375583068090607,0.0519834305159575,0.0977073222654763,"fixed","EA_PRCPSMSy","EA_PRCPSMSy.6"
"Probability of Conception (WW) * Partner Sexual Attract.",-0.0523619786991094,0.0118369841951488,419.401227117949,-4.42359116442591,0.0000123870877958686,-0.0755620414071709,-0.0291619159910479,"fixed","EA_PRCPSMSy","EA_PRCPSMSy.7"
"Probability of Conception (WW) * Self Sexual Attract.",0.0197101106224154,0.0125017306795723,417.792493600377,1.5765905639466,0.115646622406099,-0.0047928312539658,0.0442130524987967,"fixed","EA_PRCPSMSy","EA_PRCPSMSy.8"
"Self Sexual Attract.",0.0749092399965122,0.0315747480813983,470.726831891954,2.37244141436694,0.01807195764418,0.0130238709360465,0.136794609056978,"fixed","EA_PRCPSMSy","EA_PRCPSMSy.9"
"Study",0.0160455575325801,0.0290463915319494,471.334394275829,0.552411390410783,0.580928384361813,-0.0408843237508898,0.0729754388160501,"fixed","EA_PRCPSMSy","EA_PRCPSMSy.10"
"Study * Partner Sexual Attract.",0.0253223596628032,0.0298528918360063,473.41218361142,0.848238080314256,0.396734061513401,-0.0331882331701391,0.0838329524957454,"fixed","EA_PRCPSMSy","EA_PRCPSMSy.11"
"Study * Probability of Conception (mean)",0.0123665663988534,0.0265625819666795,491.626927017049,0.465563416025077,0.641734204288102,-0.0396951375922315,0.0644282703899384,"fixed","EA_PRCPSMSy","EA_PRCPSMSy.12"
"Study * Probability of Conception (mean) * Partner Sexual Attract.",-0.0471196028292417,0.0285432841143278,489.709686366735,-1.65081224152442,0.0994180433783031,-0.103063411693818,0.00882420603533493,"fixed","EA_PRCPSMSy","EA_PRCPSMSy.13"
"Study * Probability of Conception (mean) * Self Sexual Attract.",0.00410100942785213,0.0296819674343599,484.768924876027,0.138165013384685,0.890167376700585,-0.0540745777337841,0.0622765965894883,"fixed","EA_PRCPSMSy","EA_PRCPSMSy.14"
"Study * Probability of Conception (WW)",-0.00706260769693427,0.0116534563167048,422.629565691023,-0.606052616922781,0.544805170381711,-0.0299029623730865,0.015777746979218,"fixed","EA_PRCPSMSy","EA_PRCPSMSy.15"
"Study * Probability of Conception (WW) * Partner Sexual Attract.",0.0168920325709166,0.0118331157687229,421.725725565874,1.4275219562683,0.154169530983544,-0.00630044816067325,0.0400845133025065,"fixed","EA_PRCPSMSy","EA_PRCPSMSy.16"
"Study * Probability of Conception (WW) * Self Sexual Attract.",0.00759469220091606,0.0122784607602836,419.100119334974,0.618537807726045,0.5365569019225,-0.016470648674828,0.0316600330766601,"fixed","EA_PRCPSMSy","EA_PRCPSMSy.17"
"Study * Self Sexual Attract.",-0.0214088405006357,0.0310102462520061,470.954808877214,-0.690379570889436,0.490295605709231,-0.0821878063062857,0.0393701253050144,"fixed","EA_PRCPSMSy","EA_PRCPSMSy.18"
"(Intercept)",0.00525441372512656,0.02960550038581,484.401769089946,0.177480996998957,0.859204779613323,-0.0527713007753477,0.0632801282256008,"fixed","EA_HPSMSy","EA_HPSMSy.1"
"Menses",-0.0654951158974653,0.0226311238610828,11634.0313112018,-2.89402843179577,0.00381040284515278,-0.109851303594853,-0.0211389282000779,"fixed","EA_HPSMSy","EA_HPSMSy.2"
"Estradiol (mean)",-0.00867464609414595,0.0361492796702422,480.98204361617,-0.239967329177152,0.810457818360324,-0.0795259323148865,0.0621766401265946,"fixed","EA_HPSMSy","EA_HPSMSy.3"
"Estradiol (mean) * Partner Sexual Attract.",0.0381987649937735,0.0395447328778974,475.955244555391,0.965963409380463,0.334553043870956,-0.0393074872251624,0.115705017212709,"fixed","EA_HPSMSy","EA_HPSMSy.4"
"Estradiol (mean) * Self Sexual Attract.",-0.0265237523869843,0.0409850705502668,471.549122615054,-0.647156440891174,0.517845603569483,-0.106853014569341,0.0538055097953719,"fixed","EA_HPSMSy","EA_HPSMSy.5"
"Estradiol (WW)",0.0539262762910563,0.0145712351679599,541.357164908164,3.70087200360561,0.000236840876786904,0.0253671801515915,0.0824853724305211,"fixed","EA_HPSMSy","EA_HPSMSy.6"
"Estradiol (WW) * Partner Sexual Attract.",-0.0525131763559999,0.0139404890619668,426.877936674514,-3.76695366443558,0.000188448266279103,-0.0798360328443294,-0.0251903198676705,"fixed","EA_HPSMSy","EA_HPSMSy.7"
"Estradiol (WW) * Self Sexual Attract.",0.0184371204036793,0.0146082907411765,415.55638662295,1.26209977131071,0.207620763190696,-0.0101946033247167,0.0470688441320752,"fixed","EA_HPSMSy","EA_HPSMSy.8"
"Partner Sexual Attract.",-0.134556511118604,0.03061122961674,472.765229768021,-4.39565848230484,0.0000136497512820751,-0.1945534186899,-0.0745596035473081,"fixed","EA_HPSMSy","EA_HPSMSy.9"
"Progesterone (mean)",0.0114679962056417,0.0371082844413341,493.272640893202,0.309041400816356,0.757420520819213,-0.0612629048274412,0.0841988972387246,"fixed","EA_HPSMSy","EA_HPSMSy.10"
"Progesterone (mean) * Partner Sexual Attract.",-0.0246840695455307,0.0402580239550559,491.022746899452,-0.613146576023901,0.540063319394398,-0.103588346586191,0.0542202074951296,"fixed","EA_HPSMSy","EA_HPSMSy.11"
"Progesterone (mean) * Self Sexual Attract.",-0.00793054819729701,0.0427679677204475,482.654370353598,-0.185431962751538,0.852968138853697,-0.0917542246213457,0.0758931282267516,"fixed","EA_HPSMSy","EA_HPSMSy.12"
"Progesterone (WW)",-0.08766844472077,0.0140873616291395,434.346035904161,-6.2231982842997,0.00000000114816749648857,-0.115279166151075,-0.0600577232904652,"fixed","EA_HPSMSy","EA_HPSMSy.13"
"Progesterone (WW) * Partner Sexual Attract.",0.0614878083057836,0.014282043271947,428.828252786882,4.30525290639322,0.0000206895724573709,0.0334955178671248,0.0894800987444423,"fixed","EA_HPSMSy","EA_HPSMSy.14"
"Progesterone (WW) * Self Sexual Attract.",-0.0260168194814856,0.0151190208092118,433.369710937793,-1.72080056041949,0.0860007809011182,-0.0556495557490523,0.00361591678608113,"fixed","EA_HPSMSy","EA_HPSMSy.15"
"Self Sexual Attract.",0.0760207631947633,0.0317938622535632,468.555988798617,2.39105153656642,0.0171938773860992,0.0137059382483521,0.138335588141175,"fixed","EA_HPSMSy","EA_HPSMSy.16"
"Study",0.0126709821651066,0.0293191414785376,468.207003035196,0.432174392772795,0.665813633954587,-0.0447934791904614,0.0701354435206747,"fixed","EA_HPSMSy","EA_HPSMSy.17"
"Study * Estradiol (mean)",0.0229843157148211,0.0357825456539833,480.935021958361,0.642333162572588,0.520962953339298,-0.0471481850421464,0.0931168164717887,"fixed","EA_HPSMSy","EA_HPSMSy.18"
"Study * Estradiol (mean) * Partner Sexual Attract.",-0.0522335344839895,0.0389610967886436,476.394305744637,-1.3406587285606,0.180670211930558,-0.12859588098791,0.0241288120199311,"fixed","EA_HPSMSy","EA_HPSMSy.19"
"Study * Estradiol (mean) * Self Sexual Attract.",0.0101759429241013,0.0397660168327284,472.443178797442,0.255895453821923,0.798142943016062,-0.06776401787666,0.0881159037248625,"fixed","EA_HPSMSy","EA_HPSMSy.20"
"Study * Estradiol (WW)",-0.012389048998006,0.0136660998942267,424.48647274602,-0.906553376156704,0.365157332290013,-0.0391741125998169,0.014396014603805,"fixed","EA_HPSMSy","EA_HPSMSy.21"
"Study * Estradiol (WW) * Partner Sexual Attract.",0.0240064637998364,0.0139426745010889,429.989982416702,1.72179762196712,0.0858253628566586,-0.00332067607046277,0.0513336036701355,"fixed","EA_HPSMSy","EA_HPSMSy.22"
"Study * Estradiol (WW) * Self Sexual Attract.",0.0105313265806644,0.0143469800506926,417.140190267143,0.734044833369377,0.463333796732925,-0.0175882376056077,0.0386508907669365,"fixed","EA_HPSMSy","EA_HPSMSy.23"
"Study * Partner Sexual Attract.",0.0208790553992075,0.030642017941156,473.579954858957,0.68138643607947,0.49596005918103,-0.0391781961790884,0.0809363069775033,"fixed","EA_HPSMSy","EA_HPSMSy.24"
"Study * Progesterone (mean)",-0.00262022183665709,0.0366631824710474,493.625637516429,-0.0714673866276136,0.943054725500653,-0.0744787390385302,0.069238295365216,"fixed","EA_HPSMSy","EA_HPSMSy.25"
"Study * Progesterone (mean) * Partner Sexual Attract.",0.0497378148164025,0.0392427962115309,492.31438869662,1.26743809356245,0.205597849109506,-0.027176652410843,0.126652282043648,"fixed","EA_HPSMSy","EA_HPSMSy.26"
"Study * Progesterone (mean) * Self Sexual Attract.",0.0163827628510944,0.0410548285346685,484.28946330961,0.399045945040547,0.690035250117959,-0.0640832224683231,0.0968487481705119,"fixed","EA_HPSMSy","EA_HPSMSy.27"
"Study * Progesterone (WW)",0.0051097923046889,0.0140621107287344,434.393283202401,0.363373067049429,0.716502984697618,-0.0224514382702448,0.0326710228796226,"fixed","EA_HPSMSy","EA_HPSMSy.28"
"Study * Progesterone (WW) * Partner Sexual Attract.",-0.00972224987333449,0.0142727783203457,430.717198462082,-0.681174306440079,0.496127256004015,-0.0376963813405361,0.0182518815938672,"fixed","EA_HPSMSy","EA_HPSMSy.29"
"Study * Progesterone (WW) * Self Sexual Attract.",-0.00633492717608956,0.0148456209667451,434.573511389055,-0.426720255776441,0.669794407433541,-0.0354318095990426,0.0227619552468635,"fixed","EA_HPSMSy","EA_HPSMSy.30"
"Study * Self Sexual Attract.",-0.0154505090747519,0.0312306650022916,468.821865162446,-0.494722384989824,0.621027851546223,-0.0766614876924789,0.0457604695429751,"fixed","EA_HPSMSy","EA_HPSMSy.31"
"(Intercept)",-0.00390458203248316,0.0287792761520072,477.057552702781,-0.135673392612789,0.892136711373358,-0.0603109267915498,0.0525017627265835,"fixed","EA_PRCPSM","EA_PRCPSM.1"
"Partner Sexual Attract.",-0.125689756716233,0.0295003754029869,478.870909824231,-4.26061550062537,0.0000245551175761169,-0.183509430036499,-0.0678700833959678,"fixed","EA_PRCPSM","EA_PRCPSM.2"
"Probability of Conception (mean)",-0.0127916214251807,0.0258672552888788,499.722783780973,-0.494510193769195,0.621163229059313,-0.0634905101702863,0.037907267319925,"fixed","EA_PRCPSM","EA_PRCPSM.3"
"Probability of Conception (mean) * Partner Sexual Attract.",-0.000411611320315286,0.0271651288123264,500.966732753552,-0.0151521946816065,0.987916792764839,-0.0536542854278663,0.0528310627872357,"fixed","EA_PRCPSM","EA_PRCPSM.4"
"Probability of Conception (mean) * Self Sexual Attract.",-0.0207559511365127,0.0261743470135323,502.832800771198,-0.792988307436353,0.428158633556969,-0.0720567286018895,0.0305448263288641,"fixed","EA_PRCPSM","EA_PRCPSM.5"
"Probability of Conception (WW)",0.0771565972784617,0.0115967859668858,424.109530896209,6.65327423466979,0.0000000000887024759336267,0.054427314446946,0.0998858801099775,"fixed","EA_PRCPSM","EA_PRCPSM.6"
"Probability of Conception (WW) * Partner Sexual Attract.",-0.0523739202746795,0.0117833151838438,423.213944584088,-4.4447525554175,0.0000112535893246742,-0.0754687936534973,-0.0292790468958617,"fixed","EA_PRCPSM","EA_PRCPSM.7"
"Probability of Conception (WW) * Self Sexual Attract.",0.0235268190194037,0.011993247622435,426.16506435274,1.96167208082935,0.0504512224006426,0.0000204856217605014,0.0470331524170469,"fixed","EA_PRCPSM","EA_PRCPSM.8"
"Self Sexual Attract.",0.0758042022642124,0.0300972319904289,477.428895989276,2.51864365096161,0.0121065138153828,0.0168147115286251,0.1347936929998,"fixed","EA_PRCPSM","EA_PRCPSM.9"
"(Intercept)",0.00570670969861076,0.0291572493330524,493.026382796539,0.195721812898917,0.844908549020074,-0.0514404488824265,0.062853868279648,"fixed","EA_HPSM","EA_HPSM.1"
"Menses",-0.0663048789517242,0.0226262409275986,11638.8143588262,-2.93044165683077,0.00339138321803795,-0.110651496275344,-0.0219582616281048,"fixed","EA_HPSM","EA_HPSM.2"
"Estradiol (mean)",-0.00854142876912376,0.0351599556521831,490.327839886951,-0.242930589947813,0.808160756987034,-0.077453675545428,0.0603708180071805,"fixed","EA_HPSM","EA_HPSM.3"
"Estradiol (mean) * Partner Sexual Attract.",0.0244148597360974,0.0374125715753655,488.000629263628,0.652584377604598,0.514331542994763,-0.048912433120646,0.0977421525928407,"fixed","EA_HPSM","EA_HPSM.4"
"Estradiol (mean) * Self Sexual Attract.",-0.0333774584407744,0.0353771667677648,489.374722875301,-0.943474604958683,0.345903740201404,-0.102715431180661,0.0359605142991119,"fixed","EA_HPSM","EA_HPSM.5"
"Estradiol (WW)",0.056909010548052,0.0145241778886376,547.493196208292,3.91822593914748,0.000100494450526448,0.0284421449812694,0.0853758761148346,"fixed","EA_HPSM","EA_HPSM.6"
"Estradiol (WW) * Partner Sexual Attract.",-0.0529813487185635,0.0138981826152588,430.964661571416,-3.81210624332965,0.000157865995508378,-0.0802212860950314,-0.0257414113420957,"fixed","EA_HPSM","EA_HPSM.7"
"Estradiol (WW) * Self Sexual Attract.",0.0238794033439541,0.0140285474185113,425.103471616246,1.70220070771149,0.0894488259693435,-0.00361604435174038,0.0513748510396485,"fixed","EA_HPSM","EA_HPSM.8"
"Partner Sexual Attract.",-0.130633992011417,0.0297992450387099,478.508783761675,-4.38380206752622,0.0000143484962098544,-0.189039439053772,-0.0722285449690617,"fixed","EA_HPSM","EA_HPSM.9"
"Progesterone (mean)",0.0196045492638531,0.0357376501358949,504.73434604262,0.548568503785376,0.583544163740415,-0.0504399578945939,0.0896490564223001,"fixed","EA_HPSM","EA_HPSM.10"
"Progesterone (mean) * Partner Sexual Attract.",-0.00194227755661927,0.035763467185583,513.523539890693,-0.0543089837050879,0.956710113609125,-0.072037385202642,0.0681528300894035,"fixed","EA_HPSM","EA_HPSM.11"
