model,variable,moderator_value,slope,SE,df,lower_ci,upper_ci,p.value
EA_PRCPS,Zprc_stirn_ww,1,0.024775618805874682,0.01652349100613687,471.892319906298,-0.007693104291848125,0.05724434190359749,0.1344339316495092
EA_HPS,Zprog_ww,-1,-0.1509560913676029,0.01991306380174049,466.56121629100585,-0.19008648765276526,-0.11182569508244056,1.869571603099206e-13
EA_HPS,Zprog_ww,0,-0.08938081545010104,0.013980683009738436,472.1980875589536,-0.11685286535698623,-0.06190876554321585,3.907953742461136e-10
EA_HPS,Zprog_ww,1,-0.027805539532599174,0.019920680650658346,472.31581287245035,-0.06694966304386454,0.011338583978666193,0.1634266745162704
EA_HPS,Zestr_ww,-1,0.11011678371254233,0.020102712474393762,530.8097550990524,0.07062614740588383,0.14960742001920083,6.662266848737445e-8
EA_HPS,Zestr_ww,0,0.056998814692572404,0.014528695748948025,601.8873105313825,0.0284657176936739,0.08553191169147091,9.745843280223924e-5
EA_HPS,Zestr_ww,1,0.0038808456726024784,0.020119141516862765,540.3767326791668,-0.03564046557346775,0.04340215691867271,0.8471150815170467
EA_PRCPMSy,Zprc_stirn_ww,-1,0.1206641538745231,0.016539734268195397,471.00302192620126,0.0881633549194067,0.1531649528296395,1.2720705791127192e-12
EA_PRCPMSy,Zprc_stirn_ww,0,0.07463205213800393,0.011687564888047437,469.87041772096745,0.05166568826901813,0.09759841600698974,4.106910904222866e-10
EA_PRCPMSy,Zprc_stirn_ww,1,0.028599950401484765,0.01634039681447398,468.8682108619754,-0.0035095244194512966,0.06070942522242083,0.08072746150984055
EA_HPMSy,Zprog_ww,-1,-0.14187786638043237,0.01993437038912597,471.5430746646357,-0.18104905512400954,-0.1027066776368552,4.1247734267753755e-12
EA_HPMSy,Zprog_ww,0,-0.08746428805280188,0.014114660260084785,472.6409728201116,-0.11519953654940278,-0.05972903955620097,1.2562184637946547e-9
